# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Angle of attack (°),Mass (g),Motor mass (g),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Mach number (​)
0,0,0,0,0,0,0,90,9.07E+04,4.40E+04,0,0.621,10.925,940.419,0.004
0.01,0,0.015,8.813,0,0,0,89.452,9.06E+04,4.40E+04,5.99E-08,0.62,10.925,940.419,0.005
0.02,8.98E-04,0.196,27.428,-1.64E-07,0,1.64E-07,82.794,9.06E+04,4.40E+04,1.31E-04,0.619,10.924,940.419,0.005
0.03,0.005,0.563,46.053,-5.84E-07,0,5.84E-07,70.193,9.06E+04,4.39E+04,0.003,0.613,10.924,940.419,0.005
0.04,0.013,1.117,64.689,-1.30E-06,0,1.30E-06,54.719,9.06E+04,4.39E+04,0.016,0.599,10.924,940.418,0.006
0.048,0.024,1.713,80.034,-2.16E-06,0,2.16E-06,42.889,9.05E+04,4.39E+04,0.043,0.582,10.924,940.417,0.007
0.058,0.045,2.513,80.078,-3.56E-06,0,3.56E-06,32.723,9.05E+04,4.38E+04,0.097,0.562,10.924,940.414,0.009
0.068,0.075,3.314,80.122,-4.96E-06,0,4.96E-06,26.341,9.04E+04,4.38E+04,0.167,0.546,10.924,940.411,0.011
0.078,0.112,4.116,80.166,-6.36E-06,0,6.36E-06,22.049,9.04E+04,4.37E+04,0.249,0.533,10.924,940.407,0.013
0.088,0.157,4.917,80.21,-7.76E-06,0,7.76E-06,18.997,9.03E+04,4.37E+04,0.342,0.523,10.923,940.402,0.015
0.098,0.21,5.72,80.254,-9.16E-06,0,9.16E-06,16.727,9.03E+04,4.36E+04,0.445,0.514,10.923,940.396,0.018
0.108,0.271,6.522,80.298,-1.06E-05,0,1.06E-05,14.735,9.02E+04,4.36E+04,0.553,0.506,10.923,940.389,0.02
0.118,0.341,7.326,80.342,-1.20E-05,0,1.20E-05,13.105,9.02E+04,4.35E+04,0.666,0.499,10.922,940.381,0.022
0.128,0.418,8.129,80.386,-1.34E-05,0,1.34E-05,11.781,9.01E+04,4.35E+04,0.784,0.494,10.922,940.373,0.025
0.138,0.503,8.933,80.43,-1.48E-05,0,1.48E-05,10.685,9.01E+04,4.34E+04,0.911,0.488,10.921,940.363,0.027
0.148,0.596,9.738,80.473,-1.62E-05,0,1.62E-05,9.763,9.00E+04,4.34E+04,1.045,0.484,10.921,940.353,0.029
0.158,0.698,10.543,80.517,-1.76E-05,0,1.76E-05,8.921,9.00E+04,4.33E+04,1.186,0.48,10.92,940.341,0.032
0.168,0.807,11.348,80.561,-1.90E-05,0,1.90E-05,8.183,8.99E+04,4.33E+04,1.335,0.476,10.919,940.329,0.034
0.178,0.925,12.154,80.605,-2.04E-05,0,2.04E-05,7.54,8.99E+04,4.32E+04,1.493,0.472,10.918,940.316,0.036
0.188,1.05,12.96,80.648,-2.18E-05,0,2.18E-05,6.976,8.98E+04,4.32E+04,1.66,0.469,10.918,940.302,0.039
0.198,1.184,13.767,80.692,-2.32E-05,0,2.32E-05,6.476,8.98E+04,4.31E+04,1.845,0.468,10.917,940.287,0.041
0.208,1.326,14.574,80.735,-2.46E-05,0,2.46E-05,6.045,8.97E+04,4.31E+04,2.044,0.468,10.916,940.271,0.043
0.218,1.476,15.382,80.778,-2.60E-05,0,2.60E-05,5.66,8.97E+04,4.30E+04,2.255,0.468,10.915,940.254,0.046
0.228,1.633,16.19,80.821,-2.74E-05,0,2.74E-05,5.314,8.96E+04,4.30E+04,2.477,0.468,10.914,940.237,0.048
0.238,1.799,16.998,80.864,-2.88E-05,0,2.88E-05,5,8.96E+04,4.29E+04,2.71,0.468,10.913,940.218,0.05
0.248,1.973,17.807,80.908,-3.02E-05,0,3.02E-05,4.714,8.95E+04,4.29E+04,2.954,0.468,10.912,940.199,0.053
0.258,2.156,18.616,80.95,-3.16E-05,0,3.16E-05,4.566,8.95E+04,4.28E+04,3.218,0.469,10.91,940.178,0.055
0.268,2.346,19.426,80.993,-3.30E-05,0,3.30E-05,4.452,8.94E+04,4.28E+04,3.495,0.469,10.909,940.157,0.058
0.278,2.544,20.236,81.036,-3.44E-05,0,3.44E-05,4.348,8.94E+04,4.27E+04,3.784,0.469,10.908,940.135,0.06
0.288,2.75,21.047,81.078,-3.58E-05,0,3.58E-05,4.251,8.93E+04,4.27E+04,4.085,0.469,10.907,940.112,0.062
0.298,2.965,21.858,81.121,-3.72E-05,0,3.72E-05,4.162,8.93E+04,4.26E+04,4.398,0.469,10.905,940.088,0.065
0.308,3.188,22.669,81.163,-3.86E-05,0,3.86E-05,4.065,8.92E+04,4.26E+04,4.721,0.469,10.904,940.063,0.067
0.318,3.418,23.481,81.206,-4.00E-05,0,4.00E-05,3.973,8.92E+04,4.25E+04,5.056,0.469,10.902,940.037,0.07
0.328,3.657,24.293,81.248,-4.14E-05,0,4.14E-05,3.886,8.91E+04,4.24E+04,5.403,0.469,10.901,940.011,0.072
0.338,3.904,25.106,81.29,-4.28E-05,0,4.28E-05,3.805,8.91E+04,4.24E+04,5.761,0.469,10.899,939.983,0.074
0.348,4.159,25.919,81.332,-4.41E-05,0,4.41E-05,3.729,8.90E+04,4.23E+04,6.132,0.469,10.897,939.955,0.077
0.358,4.423,26.733,81.374,-4.55E-05,0,4.55E-05,3.626,8.90E+04,4.23E+04,6.51,0.469,10.896,939.925,0.079
0.368,4.694,27.547,81.416,-4.69E-05,0,4.69E-05,3.522,8.89E+04,4.22E+04,6.899,0.469,10.894,939.895,0.082
0.378,4.974,28.361,81.458,-4.83E-05,0,4.83E-05,3.423,8.89E+04,4.22E+04,7.3,0.469,10.892,939.864,0.084
0.388,5.261,29.176,81.5,-4.97E-05,0,4.97E-05,3.331,8.88E+04,4.21E+04,7.713,0.469,10.89,939.831,0.086
0.398,5.557,29.991,81.542,-5.11E-05,0,5.11E-05,3.243,8.88E+04,4.21E+04,8.138,0.469,10.888,939.798,0.089
0.408,5.861,30.807,81.584,-5.25E-05,0,5.25E-05,3.114,8.87E+04,4.20E+04,8.568,0.469,10.886,939.764,0.091
0.418,6.173,31.623,81.625,-5.39E-05,0,5.39E-05,2.983,8.87E+04,4.20E+04,9.009,0.469,10.884,939.73,0.094
0.428,6.493,32.439,81.667,-5.53E-05,0,5.53E-05,2.858,8.86E+04,4.19E+04,9.461,0.469,10.882,939.694,0.096
0.438,6.822,33.256,81.708,-5.67E-05,0,5.67E-05,2.74,8.86E+04,4.19E+04,9.926,0.469,10.88,939.657,0.099
0.448,7.159,34.073,81.75,-5.81E-05,0,5.81E-05,2.627,8.85E+04,4.18E+04,10.403,0.469,10.878,939.619,0.101
0.458,7.503,34.891,81.791,-5.95E-05,0,5.95E-05,2.583,8.85E+04,4.18E+04,10.902,0.47,10.876,939.581,0.103
0.468,7.856,35.709,81.832,-6.09E-05,0,6.09E-05,2.555,8.84E+04,4.17E+04,11.416,0.47,10.873,939.541,0.106
0.478,8.218,36.528,81.873,-6.23E-05,0,6.23E-05,2.528,8.84E+04,4.17E+04,11.941,0.47,10.871,939.501,0.108
0.488,8.587,37.347,81.914,-6.37E-05,0,6.37E-05,2.502,8.83E+04,4.16E+04,12.48,0.47,10.869,939.46,0.111
0.498,8.965,38.166,81.955,-6.51E-05,0,6.51E-05,2.478,8.82E+04,4.16E+04,13.03,0.47,10.866,939.418,0.113
0.508,9.35,38.986,81.996,-6.65E-05,0,6.65E-05,2.403,8.82E+04,4.15E+04,13.583,0.47,10.864,939.375,0.115
0.518,9.744,39.806,82.036,-6.79E-05,0,6.79E-05,2.32,8.81E+04,4.15E+04,14.146,0.47,10.861,939.331,0.118
0.528,10.146,40.626,82.077,-6.93E-05,0,6.93E-05,2.241,8.81E+04,4.14E+04,14.721,0.47,10.859,939.286,0.12
0.538,10.557,41.447,82.117,-7.07E-05,0,7.07E-05,2.164,8.80E+04,4.14E+04,15.308,0.47,10.856,939.24,0.123
0.548,10.975,42.269,82.158,-7.21E-05,0,7.21E-05,2.091,8.80E+04,4.13E+04,15.908,0.47,10.853,939.193,0.125
0.558,11.402,43.091,82.198,-7.35E-05,0,7.35E-05,2.051,8.79E+04,4.13E+04,16.527,0.47,10.85,939.145,0.128
0.568,11.837,43.913,82.238,-7.49E-05,0,7.49E-05,2.019,8.79E+04,4.12E+04,17.159,0.47,10.848,939.097,0.13
0.578,12.28,44.735,82.279,-7.63E-05,0,7.63E-05,1.988,8.78E+04,4.12E+04,17.803,0.47,10.845,939.047,0.132
0.588,12.732,45.558,82.319,-7.77E-05,0,7.77E-05,1.959,8.78E+04,4.11E+04,18.46,0.47,10.842,938.997,0.135
0.598,13.192,46.382,82.358,-7.91E-05,0,7.91E-05,1.93,8.77E+04,4.11E+04,19.13,0.471,10.839,938.945,0.137
0.608,13.66,47.205,82.398,-8.05E-05,0,8.05E-05,1.931,8.77E+04,4.10E+04,19.818,0.471,10.836,938.893,0.14
0.618,14.136,48.03,82.438,-8.19E-05,0,8.19E-05,1.938,8.76E+04,4.10E+04,20.521,0.471,10.833,938.84,0.142
0.628,14.62,48.854,82.477,-8.33E-05,0,8.33E-05,1.945,8.76E+04,4.09E+04,21.237,0.471,10.829,938.786,0.145
0.638,15.113,49.679,82.517,-8.47E-05,0,8.47E-05,1.952,8.75E+04,4.09E+04,21.965,0.471,10.826,938.731,0.147
0.648,15.614,50.505,82.556,-8.61E-05,0,8.61E-05,1.958,8.75E+04,4.08E+04,22.706,0.471,10.823,938.675,0.15
0.663,16.381,51.743,82.615,-1.12E-04,0,1.12E-04,1.919,8.74E+04,4.07E+04,23.828,0.471,10.818,938.589,0.153
0.686,17.566,53.603,82.703,-2.41E-04,0,2.41E-04,1.852,8.73E+04,4.06E+04,25.561,0.471,10.81,938.457,0.159
0.719,19.422,56.397,82.834,-6.38E-04,0,6.38E-04,1.803,8.71E+04,4.05E+04,28.296,0.472,10.798,938.249,0.167
0.769,22.345,60.543,83.026,-0.002,-1.09E-08,0.002,1.787,8.69E+04,4.02E+04,32.634,0.472,10.779,937.923,0.179
0.819,25.476,64.699,83.216,-0.003,-2.52E-08,0.003,1.702,8.66E+04,3.99E+04,37.271,0.473,10.759,937.573,0.192
0.869,28.815,68.865,83.403,-0.005,-6.14E-08,0.005,1.446,8.64E+04,3.97E+04,42.164,0.473,10.737,937.2,0.204
0.919,32.363,73.039,83.588,-0.007,-1.32E-07,0.007,1.197,8.61E+04,3.94E+04,47.386,0.474,10.714,936.803,0.216
0.969,36.12,77.223,83.77,-0.008,-2.54E-07,0.008,1.021,8.58E+04,3.92E+04,52.968,0.475,10.69,936.384,0.229
1.019,40.086,81.416,83.949,-0.008,-4.44E-07,0.008,0.806,8.56E+04,3.89E+04,58.875,0.476,10.664,935.941,0.241
1.069,44.261,85.618,84.125,-0.006,-7.51E-07,0.006,0.667,8.53E+04,3.87E+04,65.153,0.476,10.637,935.474,0.254
1.119,48.647,89.828,84.298,-0.002,-1.24E-06,0.002,0.491,8.51E+04,3.84E+04,71.77,0.477,10.608,934.984,0.266
1.169,53.244,94.047,84.468,0.005,-2.02E-06,0.005,0.27,8.48E+04,3.82E+04,78.736,0.478,10.578,934.471,0.279
1.219,58.052,98.273,84.635,0.017,-3.14E-06,0.017,0.057,8.46E+04,3.79E+04,86.078,0.479,10.547,933.933,0.291
1.269,63.072,102.508,84.799,0.033,-4.64E-06,0.033,0.118,8.43E+04,3.76E+04,93.804,0.48,10.515,933.373,0.304
1.319,68.303,106.751,84.96,0.056,-6.54E-06,0.056,0.31,8.41E+04,3.74E+04,101.915,0.481,10.481,932.788,0.316
1.369,73.747,111,85.117,0.087,-8.84E-06,0.087,0.48,8.38E+04,3.71E+04,110.418,0.482,10.445,932.18,0.329
1.419,79.403,115.258,85.27,0.125,-1.15E-05,0.125,0.614,8.35E+04,3.69E+04,119.308,0.483,10.408,931.548,0.341
1.469,85.272,119.522,85.42,0.173,-1.43E-05,0.173,0.71,8.33E+04,3.66E+04,128.578,0.484,10.37,930.892,0.354
1.519,91.355,123.793,85.566,0.231,-1.72E-05,0.231,0.743,8.30E+04,3.64E+04,138.212,0.485,10.331,930.213,0.367
1.569,97.651,128.072,85.708,0.299,-2.01E-05,0.299,0.728,8.28E+04,3.61E+04,148.21,0.487,10.29,929.509,0.38
1.619,104.161,132.358,85.845,0.378,-2.28E-05,0.378,0.688,8.25E+04,3.59E+04,158.585,0.488,10.247,928.782,0.392
1.669,110.886,136.65,85.979,0.468,-2.52E-05,0.468,0.63,8.23E+04,3.56E+04,169.344,0.489,10.204,928.03,0.405
1.719,117.825,140.95,86.108,0.569,-2.76E-05,0.569,0.546,8.20E+04,3.53E+04,180.491,0.491,10.159,927.255,0.418
1.769,124.979,145.256,86.232,0.68,-3.01E-05,0.68,0.399,8.18E+04,3.51E+04,192.026,0.492,10.112,926.456,0.431
1.819,132.349,149.569,86.351,0.802,-3.27E-05,0.802,0.25,8.15E+04,3.48E+04,203.99,0.493,10.064,925.633,0.443
1.869,139.934,153.888,86.466,0.932,-3.56E-05,0.932,0.112,8.12E+04,3.46E+04,216.395,0.495,10.015,924.785,0.456
1.919,147.736,158.214,86.577,1.071,-3.87E-05,1.071,0.02,8.10E+04,3.43E+04,229.248,0.497,9.964,923.913,0.469
1.969,155.753,162.545,86.683,1.217,-4.19E-05,1.217,0.152,8.07E+04,3.41E+04,242.561,0.498,9.912,923.018,0.482
2.019,163.987,166.881,86.784,1.37,-4.53E-05,1.37,0.29,8.05E+04,3.38E+04,256.352,0.5,9.859,922.098,0.495
2.069,172.438,171.223,86.88,1.527,-4.88E-05,1.527,0.377,8.02E+04,3.36E+04,270.585,0.501,9.804,921.153,0.508
2.119,181.107,175.569,86.972,1.69,-5.27E-05,1.69,0.434,8.00E+04,3.33E+04,285.267,0.503,9.747,920.185,0.521
2.169,189.992,179.92,87.06,1.856,-5.66E-05,1.856,0.438,7.97E+04,3.30E+04,300.368,0.505,9.69,919.192,0.534
2.219,199.096,184.275,87.142,2.026,-6.01E-05,2.026,0.356,7.95E+04,3.28E+04,315.85,0.507,9.63,918.175,0.547
2.269,208.417,188.634,87.219,2.2,-6.30E-05,2.2,0.247,7.92E+04,3.25E+04,331.801,0.509,9.57,917.134,0.56
2.319,217.956,192.997,87.291,2.379,-6.48E-05,2.379,0.15,7.89E+04,3.23E+04,348.262,0.51,9.508,916.068,0.573
2.369,227.713,197.363,87.357,2.564,-6.53E-05,2.564,0.058,7.87E+04,3.20E+04,365.227,0.512,9.444,914.978,0.586
2.419,237.689,201.732,87.418,2.755,-6.44E-05,2.755,0.051,7.84E+04,3.18E+04,382.692,0.514,9.38,913.863,0.599
2.469,247.883,206.104,87.473,2.953,-6.22E-05,2.953,0.158,7.82E+04,3.15E+04,400.686,0.517,9.313,912.724,0.612
2.519,258.295,210.478,87.522,3.16,-5.94E-05,3.16,0.245,7.79E+04,3.13E+04,419.194,0.519,9.246,911.561,0.625
2.569,268.926,214.854,87.564,3.375,-5.70E-05,3.375,0.286,7.77E+04,3.10E+04,438.192,0.521,9.176,910.373,0.638
2.619,279.776,219.232,87.6,3.601,-5.63E-05,3.601,0.286,7.74E+04,3.07E+04,457.671,0.523,9.106,909.161,0.651
2.669,290.844,223.611,87.627,3.836,-5.74E-05,3.836,0.207,7.72E+04,3.05E+04,477.671,0.525,9.034,907.925,0.664
2.719,302.132,227.992,87.646,4.08,-5.99E-05,4.08,0.085,7.69E+04,3.02E+04,498.204,0.528,8.961,906.663,0.677
2.769,313.638,232.375,87.659,4.332,-6.28E-05,4.332,0.023,7.67E+04,3.00E+04,519.294,0.53,8.886,905.378,0.69
2.819,325.364,236.758,87.666,4.592,-6.51E-05,4.592,0.113,7.64E+04,2.97E+04,540.98,0.533,8.81,904.068,0.703
2.869,337.308,241.141,87.664,4.858,-6.55E-05,4.858,0.17,7.61E+04,2.95E+04,563.32,0.535,8.732,902.733,0.717
2.919,349.472,245.524,87.655,5.13,-6.22E-05,5.13,0.196,7.59E+04,2.92E+04,586.205,0.538,8.653,901.374,0.73
2.969,361.855,249.906,87.64,5.407,-5.41E-05,5.407,0.176,7.56E+04,2.90E+04,609.617,0.541,8.572,899.991,0.743
3.019,374.456,254.288,87.614,5.689,-4.06E-05,5.689,0.119,7.54E+04,2.87E+04,633.755,0.544,8.491,898.591,0.756
3.069,387.277,258.667,87.577,5.978,-2.19E-05,5.978,0.037,7.51E+04,2.84E+04,658.739,0.547,8.407,897.227,0.769
3.119,400.316,263.045,87.533,6.274,2.15E-06,6.274,0.049,7.49E+04,2.82E+04,684.352,0.55,8.322,895.84,0.782
3.169,413.574,267.42,87.481,6.577,3.11E-05,6.577,0.126,7.46E+04,2.79E+04,710.592,0.553,8.236,894.43,0.795
3.219,427.051,271.791,87.411,6.89,6.38E-05,6.89,0.176,7.44E+04,2.77E+04,738.084,0.557,8.149,892.996,0.808
3.269,440.746,276.159,87.325,7.211,9.77E-05,7.211,0.16,7.41E+04,2.74E+04,766.56,0.561,8.06,891.539,0.822
3.319,454.659,280.522,87.229,7.543,1.30E-04,7.543,0.093,7.38E+04,2.72E+04,795.694,0.565,7.969,890.059,0.835
3.369,468.79,284.881,87.122,7.882,1.59E-04,7.882,0.012,7.36E+04,2.69E+04,825.519,0.569,7.877,888.556,0.848
3.419,483.139,289.233,86.978,8.23,1.84E-04,8.23,0.074,7.33E+04,2.67E+04,858.084,0.575,7.784,887.03,0.861
3.469,497.705,293.578,86.817,8.584,2.06E-04,8.584,0.142,7.31E+04,2.64E+04,891.886,0.581,7.689,885.481,0.874
3.519,512.488,297.914,86.645,8.943,2.31E-04,8.943,0.148,7.28E+04,2.62E+04,926.442,0.587,7.593,883.908,0.887
3.569,527.487,302.242,86.46,9.308,2.62E-04,9.308,0.125,7.26E+04,2.59E+04,961.852,0.593,7.496,882.313,0.9
3.619,542.703,306.559,86.213,9.679,3.01E-04,9.679,0.05,7.23E+04,2.56E+04,1001.62,0.601,7.397,880.694,0.913
3.669,558.134,310.863,85.952,10.056,3.46E-04,10.056,0.049,7.21E+04,2.54E+04,1042.396,0.609,7.297,879.053,0.926
3.719,573.78,315.153,85.676,10.442,3.97E-04,10.442,0.123,7.18E+04,2.51E+04,1084.208,0.617,7.195,877.388,0.939
3.769,589.639,319.429,85.357,10.837,4.49E-04,10.837,0.141,7.15E+04,2.49E+04,1128.835,0.626,7.092,875.701,0.952
3.819,605.712,323.684,84.877,11.241,5.01E-04,11.241,0.119,7.13E+04,2.46E+04,1184.612,0.641,6.987,873.992,0.965
3.869,621.997,327.914,84.372,11.655,5.49E-04,11.655,0.056,7.10E+04,2.44E+04,1241.766,0.656,6.882,872.26,0.978
3.919,638.492,332.12,83.845,12.078,5.95E-04,12.078,0.022,7.08E+04,2.41E+04,1300.327,0.671,6.774,870.505,0.99
3.969,655.198,336.298,83.306,12.507,6.41E-04,12.507,0.087,7.05E+04,2.39E+04,1359.538,0.685,6.666,868.728,1.003
4.019,672.111,340.451,82.804,12.942,6.92E-04,12.942,0.127,7.03E+04,2.36E+04,1415.959,0.698,6.556,866.929,1.016
4.069,689.231,344.58,82.374,13.382,7.56E-04,13.382,0.118,7.00E+04,2.33E+04,1467.02,0.707,6.444,865.108,1.028
4.119,706.557,348.689,81.985,13.827,8.37E-04,13.827,0.056,6.98E+04,2.31E+04,1515.01,0.714,6.332,863.265,1.041
4.169,724.088,352.781,81.71,14.278,9.29E-04,14.278,0.038,6.95E+04,2.28E+04,1555.035,0.717,6.218,861.4,1.053
4.219,741.823,356.859,81.479,14.737,0.001,14.737,0.115,6.92E+04,2.26E+04,1592.031,0.719,6.103,859.513,1.065
4.269,759.762,360.928,81.307,15.205,0.001,15.205,0.131,6.90E+04,2.23E+04,1624.682,0.718,5.986,857.605,1.078
4.319,777.903,364.99,81.214,15.683,0.001,15.683,0.082,6.87E+04,2.21E+04,1651.424,0.715,5.868,855.676,1.09
4.369,796.248,369.049,81.151,16.17,0.001,16.17,0.007,6.85E+04,2.18E+04,1675.984,0.711,5.749,853.724,1.103
4.419,814.795,373.106,81.146,16.663,0.001,16.663,0.107,6.82E+04,2.16E+04,1696.973,0.706,5.628,851.751,1.115
4.469,833.545,377.164,81.19,17.161,0.001,17.161,0.136,6.80E+04,2.13E+04,1714.628,0.699,5.506,849.757,1.127
4.519,852.498,381.225,81.27,17.663,0.001,17.663,0.089,6.77E+04,2.10E+04,1729.65,0.692,5.383,847.741,1.14
4.569,871.655,385.292,81.419,18.171,0.001,18.171,0.011,6.75E+04,2.08E+04,1740.183,0.683,5.259,845.703,1.152
4.619,891.014,389.367,81.597,18.686,0.002,18.686,0.095,6.72E+04,2.05E+04,1749.264,0.673,5.133,843.737,1.165
4.669,910.578,393.451,81.811,19.211,0.002,19.211,0.118,6.69E+04,2.03E+04,1755.817,0.663,5.006,841.757,1.177
4.719,930.345,397.547,82.05,19.745,0.002,19.745,0.08,6.67E+04,2.00E+04,1760.345,0.653,4.877,839.756,1.19
4.769,950.318,401.655,82.307,20.288,0.002,20.288,0.002,6.64E+04,1.98E+04,1763.686,0.642,4.747,837.734,1.202
4.819,970.496,405.777,82.586,20.839,0.002,20.839,0.094,6.62E+04,1.95E+04,1766.134,0.631,4.616,835.692,1.215
4.869,990.881,409.914,82.87,21.394,0.002,21.394,0.126,6.59E+04,1.93E+04,1768.516,0.62,4.484,833.629,1.227
4.919,1011.473,414.064,83.155,21.954,0.002,21.954,0.066,6.57E+04,1.90E+04,1770.576,0.61,4.35,831.544,1.24
4.969,1032.272,418.228,83.414,22.519,0.002,22.519,0.026,6.54E+04,1.87E+04,1774.803,0.6,4.215,829.439,1.253
5.019,1053.28,422.405,83.659,23.093,0.002,23.093,0.098,6.52E+04,1.85E+04,1780.49,0.592,4.078,827.313,1.266
5.069,1074.497,426.592,83.872,23.677,0.002,23.677,0.114,6.49E+04,1.82E+04,1788.101,0.584,3.94,825.165,1.279
5.119,1095.923,430.788,83.992,24.271,0.002,24.271,0.04,6.47E+04,1.80E+04,1800.93,0.578,3.801,822.997,1.292
5.169,1117.559,434.99,84.092,24.874,0.003,24.874,0.067,6.44E+04,1.77E+04,1815.625,0.573,3.66,820.807,1.304
5.219,1139.405,439.196,84.161,25.483,0.003,25.483,0.116,6.41E+04,1.75E+04,1832.827,0.568,3.518,818.596,1.317
5.269,1161.462,443.406,84.221,26.097,0.003,26.097,0.064,6.39E+04,1.72E+04,1850.035,0.564,3.375,816.363,1.33
5.319,1183.729,447.618,84.288,26.716,0.003,26.716,0.037,6.36E+04,1.70E+04,1867.25,0.56,3.23,814.109,1.343
5.369,1206.206,451.834,84.361,27.344,0.003,27.344,0.098,6.34E+04,1.67E+04,1884.588,0.556,3.084,811.834,1.356
5.419,1228.895,456.052,84.419,27.982,0.003,27.982,0.06,6.31E+04,1.64E+04,1901.884,0.552,2.937,809.538,1.369
5.469,1251.794,460.274,84.479,28.63,0.003,28.63,0.028,6.29E+04,1.62E+04,1919.146,0.548,2.788,807.22,1.383
5.519,1274.904,464.5,84.546,29.286,0.003,29.286,0.067,6.26E+04,1.59E+04,1936.457,0.544,2.638,804.881,1.396
5.569,1298.225,468.729,84.611,29.947,0.004,29.947,0.036,6.24E+04,1.57E+04,1953.695,0.541,2.486,802.521,1.409
5.619,1321.758,472.961,84.682,30.614,0.004,30.614,0.022,6.21E+04,1.54E+04,1970.881,0.537,2.333,800.139,1.422
5.669,1345.502,477.196,84.757,31.291,0.004,31.291,0.067,6.18E+04,1.52E+04,1988.081,0.533,2.179,797.735,1.435
5.719,1369.458,481.435,84.823,31.977,0.004,31.977,0.035,6.16E+04,1.49E+04,2005.187,0.53,2.023,795.311,1.448
5.769,1393.626,485.678,84.888,32.672,0.004,32.672,0.025,6.13E+04,1.47E+04,2022.475,0.526,1.866,792.967,1.461
5.819,1418.006,489.924,84.958,33.374,0.004,33.374,0.053,6.11E+04,1.44E+04,2039.814,0.523,1.707,790.62,1.474
5.869,1442.598,494.173,85.027,34.082,0.005,34.082,0.035,6.08E+04,1.42E+04,2057.064,0.52,1.548,788.253,1.488
5.919,1467.403,498.427,85.102,34.797,0.005,34.797,0.027,6.06E+04,1.39E+04,2074.203,0.516,1.386,785.866,1.501
5.969,1492.42,502.683,85.177,35.52,0.005,35.52,0.041,6.03E+04,1.36E+04,2091.348,0.513,1.224,783.458,1.514
6.019,1517.65,506.943,85.249,36.251,0.005,36.251,8.89E-04,6.01E+04,1.34E+04,2108.402,0.51,1.06,781.029,1.527
6.069,1543.093,511.208,85.326,36.991,0.005,36.991,0.028,5.98E+04,1.31E+04,2125.346,0.507,0.894,778.58,1.541
6.119,1568.749,515.476,85.406,37.737,0.006,37.737,0.018,5.95E+04,1.29E+04,2142.218,0.504,0.728,776.111,1.554
6.169,1594.619,519.748,85.49,38.491,0.006,38.491,0.008,5.93E+04,1.26E+04,2158.976,0.5,0.559,773.62,1.567
6.219,1620.702,524.025,85.575,39.252,0.006,39.252,0.017,5.90E+04,1.24E+04,2175.629,0.497,0.39,771.11,1.581
6.269,1646.999,528.306,85.661,40.022,0.006,40.022,0.007,5.88E+04,1.21E+04,2192.214,0.494,0.219,768.579,1.594
6.319,1673.51,532.591,85.75,40.799,0.006,40.799,0.01,5.85E+04,1.19E+04,2208.679,0.491,0.047,766.027,1.608
6.369,1700.235,536.88,85.843,41.585,0.007,41.585,0.02,5.83E+04,1.16E+04,2225.023,0.489,-0.127,763.455,1.621
6.419,1727.175,541.175,85.939,42.377,0.007,42.377,0.006,5.80E+04,1.13E+04,2241.242,0.486,-0.302,760.861,1.635
6.469,1754.329,545.474,86.038,43.177,0.007,43.177,0.019,5.78E+04,1.11E+04,2257.342,0.483,-0.479,758.248,1.648
6.519,1781.699,549.778,86.139,43.986,0.007,43.986,0.003,5.75E+04,1.08E+04,2273.318,0.48,-0.657,755.613,1.662
6.569,1809.283,554.088,86.243,44.803,0.007,44.803,0.004,5.72E+04,1.06E+04,2289.169,0.477,-0.836,752.958,1.675
6.619,1837.083,558.402,86.351,45.628,0.008,45.628,0.007,5.70E+04,1.03E+04,2304.882,0.475,-1.017,750.282,1.689
6.669,1865.099,562.723,86.462,46.46,0.008,46.46,0.005,5.67E+04,1.01E+04,2320.451,0.472,-1.199,747.586,1.702
6.719,1893.331,567.048,86.572,47.3,0.008,47.3,0.01,5.65E+04,9805.374,2336.178,0.469,-1.382,744.965,1.716
6.769,1921.779,571.38,86.684,48.149,0.008,48.149,0.015,5.62E+04,9550.04,2351.893,0.466,-1.567,742.363,1.73
6.819,1950.443,575.716,86.797,49.006,0.009,49.006,0.006,5.60E+04,9294.706,2367.458,0.464,-1.753,739.741,1.744
6.869,1979.325,580.059,86.914,49.871,0.009,49.871,0.015,5.57E+04,9039.371,2382.907,0.461,-1.941,737.099,1.757
6.919,2008.423,584.408,87.035,50.744,0.009,50.744,0.018,5.55E+04,8784.037,2398.215,0.459,-2.13,734.437,1.771
6.969,2037.739,588.763,87.161,51.624,0.01,51.624,0.01,5.52E+04,8528.703,2413.376,0.456,-2.321,731.755,1.785
7.019,2067.273,593.124,87.29,52.511,0.01,52.511,0.007,5.49E+04,8273.369,2428.385,0.454,-2.513,729.053,1.799
7.069,2097.025,597.492,87.424,53.407,0.01,53.407,0.017,5.47E+04,8018.034,2443.261,0.451,-2.706,726.332,1.813
7.119,2126.995,601.866,87.56,54.312,0.01,54.312,0.009,5.44E+04,7762.7,2457.978,0.449,-2.901,723.59,1.827
7.169,2157.184,606.247,87.701,55.225,0.011,55.225,9.52E-04,5.42E+04,7507.366,2472.517,0.446,-3.097,720.828,1.841
7.219,2187.592,610.636,87.845,56.146,0.011,56.146,0.009,5.39E+04,7252.031,2486.921,0.444,-3.295,718.046,1.855
